"Rank","Name","Rep","Post_Count","Followers","Following","Posting","Curation","Steem","Steem_Power","Steem_Dollars","Estimated_Value"
"#2302","wpalczynski",57.6,"405","52","1","1,130,362","5,031","0","2,265","0","$1,979"
"#2303","business-trail",62.4,"447","387","48","4,351,811","4,419","0","2,199","70","$1,979"
"#2304","stimp1024",25,"4","0","0","0","0","0","2,265","0","$1,978"
"#2305","thedeplorable1",62.5,"1,015","1,103","1,137","2,130,148","24,384","0","2,262","0","$1,976"
"#2306","jonjon1",62.7,"625","465","219","2,166,610","47,006","2","2,259","0","$1,975"
"#2307","david",25,"0","2","0","0","0","0","2,259","0","$1,974"
"#2308","drive",25,"0","0","0","0","0","0","2,256","0","$1,971"
"#2309","bee-tollworthy",55.7,"39","60","9","1,620,173","219","0","2,084","182","$1,970"
"#2310","ossama-benjohn",52.2,"176","128","54","356,221","19,071","0","2,253","1","$1,970"
"#2311","paul-labossiere",56.9,"113","86","23","1,793,953","23,665","0","2,250","4","$1,969"
"#2312","borran",55,"62","120","8","905,207","21,640","870","1,269","122","$1,968"
"#2313","corina",58.1,"75","64","1","2,123,658","745","29","2,220","4","$1,968"
"#2314","mandagoi",37.4,"11","109","66","5,317","17,346","0","2,245","7","$1,967"
"#2315","gmurph",27.2,"3","29","0","39","25,051","0","2,249","0","$1,965"
"#2316","makishart",61.8,"1,014","370","111","2,295,910","85,131","74","2,174","1","$1,965"
"#2317","sadochismo",57.9,"37","79","1","1,743,924","7,558","84","2,164","1","$1,964"
"#2318","marinabogumil",63.3,"276","279","201","2,669,570","43,868","491","1,719","39","$1,962"
"#2319","tbolassen",38.7,"73","49","64","9,114","678","0","2,243","3","$1,961"
"#2320","kencode",69.3,"937","1,351","8","58,887,068","189,840","39","1,987","233","$1,961"
"#2321","trumpophobe",25,"0","0","0","0","0","662","1,582","0","$1,960"
"#2322","foma17",55,"477","242","60","215,326","11,032","37","2,204","0","$1,958"
"#2323","tabris",46.8,"194","85","55","45,547","1,721","0","2,239","0","$1,956"
"#2324","iamdoneus",35.8,"4","29","4","1,087","35","0","2,239","0","$1,956"
"#2325","spacehead",46.5,"36","59","14","34,231","547","0","2,237","1","$1,955"
"#2326","tinyhomeliving",61.9,"639","316","122","1,929,109","8,857","326","1,883","30","$1,954"
"#2327","theywillkillyou",58.9,"755","1,001","86","3,288,124","10,208","0","2,226","11","$1,954"
"#2328","on0tole",51.8,"1,118","384","217","28,761","63,786","1","2,235","0","$1,953"
"#2329","stirmanov",25,"0","0","3","0","0","0","2,236","0","$1,953"
"#2330","nexus-dev",25,"1","4","0","0","4","2,165","70","0","$1,952"
"#2331","romanskv",67,"2,088","654","599","5,010,315","2,576","0","2,118","123","$1,951"
"#2332","justusagenstum",63.2,"939","401","362","1,900,288","89,255","183","2,034","15","$1,949"
"#2333","g-dubs",52.3,"613","541","405","187,851","10,528","5","2,200","27","$1,949"
"#2334","treeleaves",57.2,"653","132","0","1,472,969","3,330","6","2,224","0","$1,948"
"#2335","raul83",35.7,"44","77","25","333","111","40","2,190","0","$1,948"
"#2336","yginting",25,"0","5","1","0","62","0","2,230","0","$1,948"
"#2337","jang",62.7,"1,305","440","60","1,423,212","46,583","0","2,217","12","$1,947"
"#2338","danigirl",65,"231","249","27","3,797,461","2,806","1","1,958","285","$1,946"
"#2339","veryrico",59.7,"209","214","64","1,900,727","6,137","214","1,881","141","$1,946"
"#2340","muizianer",50.2,"9","40","10","94,843","17","21","2,196","10","$1,944"
"#2341","sardothien",25,"0","0","0","0","0","0","2,225","0","$1,944"
"#2342","edekadam",51.1,"528","1,143","1,228","183,181","14,342","0","2,130","101","$1,944"
"#2343","zac2116",30.5,"3","4","4","1,001","326","0","2,103","129","$1,943"
"#2344","bitbarrie",44.7,"34","62","10","4,912","7,853","221","2,003","1","$1,943"
"#2345","fortunescape",25,"0","0","0","0","0","0","2,223","0","$1,942"
"#2346","yvonnetse",25,"4","18","3","0","2,903","0","2,223","0","$1,942"
"#2347","eastcoastcrypto",46.9,"62","68","32","6,069","311","30","2,143","51","$1,941"
"#2348","autonomousgolf18",25,"1","0","0","29","0","0","2,222","0","$1,941"
"#2349","zesavvyminer",25,"0","0","0","0","0","606","1,613","0","$1,938"
"#2350","steamtopower",25,"1","0","0","63","0","0","2,219","0","$1,938"
"#2351","thefoolxyz",47.1,"79","68","51","72,589","15,579","164","2,010","47","$1,938"
"#2352","remilia",25,"0","0","0","0","0","0","2,217","0","$1,937"
"#2353","hiroyamagishi",54.5,"1,364","717","565","374,974","39,737","0","2,217","0","$1,937"
"#2354","ezravan",62.5,"143","204","87","2,094,374","5,158","108","2,108","1","$1,937"
"#2355","ramen",63.3,"31","49","5","2,934,714","51,285","0","2,216","0","$1,936"
"#2356","oldmancrypto",28.8,"13","1","0","155","0","2,181","35","0","$1,936"
"#2357","jakes",25,"1","0","0","49","0","604","1,612","0","$1,936"
"#2358","sabinson6",1.1,"139","342","409","32,275","39,306","0","2,205","10","$1,934"
"#2359","mkarlstad76",25,"0","0","0","0","12","0","2,214","0","$1,934"
"#2360","sabinedewitte",29.6,"4","54","24","614","2","1,376","838","0","$1,934"
"#2361","yoring223",60.8,"68","44","4","1,848,213","86,223","729","1,483","0","$1,932"
"#2362","disofdis",58,"229","284","95","924,254","1,025","0","2,210","0","$1,931"
"#2363","rexodus",53.5,"136","261","96","261,702","898","0","2,091","126","$1,931"
"#2364","dmilash",63.9,"651","555","488","2,340,778","113,655","0","2,209","0","$1,930"
"#2365","mysticegoistic",63.7,"886","324","320","2,107,389","43,950","136","2,065","4","$1,926"
"#2366","r1979",34,"13","17","7","970","186","0","2,205","0","$1,926"
"#2367","isaac.rodebush",53.4,"1,123","435","97","277,725","9,698","0","2,174","32","$1,926"
"#2368","kotamdickson",63,"247","268","81","2,172,626","1,956","411","1,768","24","$1,923"
"#2369","philipp",50.1,"40","6","0","33,241","0","0","2,190","11","$1,922"
"#2370","sisters",58.3,"99","251","79","2,052,543","7,462","0","2,199","0","$1,921"
"#2371","kristina",57.8,"36","53","1","1,733,475","263","0","2,178","21","$1,921"
"#2372","williams858",49.7,"800","244","183","102,996","3,891","0","2,193","2","$1,917"
"#2373","raphaelle",33.1,"11","21","1","149","25,407","0","2,192","0","$1,915"
"#2374","annaarthur",43.6,"13","75","8","1,536","86,536","1,000","1,192","0","$1,915"
"#2375","heavydriver",25,"0","9","1","0","9","0","2,189","0","$1,913"
"#2376","dbrock",47.6,"4","58","10","23,404","244","1","2,172","17","$1,912"
"#2377","lindagee",48.9,"7","28","9","50,612","728","0","2,183","5","$1,911"
"#2378","profitcrypto",34,"20","19","10","1,657","393","0","2,187","0","$1,910"
"#2379","babsboard",56.6,"122","251","87","138,158","68,724","13","2,129","45","$1,908"
"#2380","ddschteinn",62.9,"3,045","393","313","1,953,187","42,586","119","1,940","131","$1,906"
"#2381","gaming-trail",63.9,"895","373","7","3,893,598","9,796","0","1,986","209","$1,906"
"#2382","spt",28.9,"1","0","0","260","0","0","2,182","0","$1,906"
"#2383","kingsmind",61.2,"96","313","1","3,999,912","20,370","781","1,323","82","$1,906"
"#2384","joshsigurdson",63.7,"1,114","1,537","872","3,054,227","12,736","87","1,919","186","$1,906"
"#2385","ernstjan",51.4,"451","399","203","254,997","23,047","0","2,180","1","$1,905"
"#2386","vegultrarunner",26.4,"4","17","10","424","309","0","2,179","0","$1,904"
"#2387","antropomorfosis",25,"0","1","0","0","198","0","2,179","0","$1,904"
"#2388","brockawesome",55.7,"14","50","4","2,766,142","825","0","2,178","0","$1,903"
"#2389","chargedparticle",25,"0","0","0","0","0","0","2,175","0","$1,900"
"#2390","watershed",43.2,"124","84","18","2,837","1,390","0","2,173","0","$1,898"
"#2391","zappl",61.1,"926","932","0","3,969,362","9,598","0","2,170","0","$1,895"
"#2392","skorek",31.6,"5","112","66","0","30","0","2,164","0","$1,891"
"#2393","generalizethis",58.5,"186","91","12","840,431","1,568","0","887","1,357","$1,890"
"#2394","runaway-psyche",57.7,"527","414","320","1,222,104","19,010","0","2,145","18","$1,889"
"#2395","roby17269",62.9,"73","111","50","1,958,570","78","16","2,139","8","$1,889"
"#2396","tskeene",58.7,"730","93","2","2,608,305","13,906","413","1,691","61","$1,889"
"#2397","cliff-miller",25,"2","47","2","0","1","0","2,160","0","$1,887"
"#2398","sumolounge",29.8,"2","0","0","0","0","0","2,159","0","$1,886"
"#2399","jluv",34.8,"1","2","0","682","0","0","2,154","0","$1,882"
"#2400","ibringawareness",60.4,"871","537","505","1,065,951","17,142","312","1,836","7","$1,882"
"#2401","sacred-agent",51.5,"842","567","452","161,988","12,128","15","2,101","40","$1,881"
"#2402","vishnu-vardhan",53.7,"16","12","0","1,127,424","32","0","2,151","1","$1,881"
"#2403","stewdajew",25,"0","1","0","0","2","2,151","1","0","$1,880"
"#2404","chenc",53.4,"4","2","0","1,676,587","0","0","2,151","0","$1,880"
"#2405","d-pend",50.3,"513","181","67","80,052","7,715","23","2,128","0","$1,879"
"#2406","chunwa",56.4,"42","23","0","1,852,919","8","955","1,185","11","$1,879"
"#2407","clayton-smock",53.2,"16","32","3","1,509,404","552","1,322","828","0","$1,879"
"#2408","erikaharris",63.5,"490","839","90","3,642,881","15,329","0","2,091","63","$1,878"
"#2409","evanllipkismd",25,"1","0","0","0","0","0","2,150","0","$1,878"
"#2410","oregongreen",40.6,"75","98","39","17,886","5,350","0","2,147","3","$1,878"
"#2411","shenanigator",67.9,"2,009","1,364","1,007","13,652,256","5,672,173","0","2,147","0","$1,875"
"#2412","bytas",53.5,"2","0","0","1,538,372","0","0","1,985","171","$1,875"
"#2413","tonnykeef",25,"11","67","20","0","2,596","1","2,144","0","$1,874"
"#2414","lifeisawesome",69.4,"845","640","76","34,324,627","200,428","0","2,139","6","$1,873"
"#2415","kiwiscanfly",57.5,"805","305","137","730,045","43,815","0","2,143","0","$1,872"
"#2416","diana.catherine",63.7,"765","550","119","4,261,749","27,545","1","2,010","139","$1,871"
"#2417","dixonloveart",63.1,"779","501","503","1,996,763","3,919","714","1,190","253","$1,871"
"#2418","laonie9",25,"0","16","0","0","192,143","2,142","0","0","$1,871"
"#2419","fifigyuri",25,"2","92","52","0","75","0","2,141","0","$1,870"
"#2420","thebeesknees",62.3,"198","88","4","2,165,470","115","1,042","1,096","0","$1,868"
"#2421","sextusempiricus",48.4,"35","103","37","26,329","5,406","0","2,136","0","$1,866"
"#2422","jtt0532m",63.6,"50","48","4","4,005,869","81,370","511","1,623","0","$1,865"
"#2423","staalmeester",31.3,"2","29","1","118","0","0","2,133","0","$1,864"
"#2424","thailand",25,"0","2","0","0","0","0","2,133","0","$1,864"
"#2425","c-cex",25,"0","0","0","0","0","0","2,131","0","$1,862"
"#2426","digital-wisdom",52.7,"72","108","12","167,667","191,961","0","2,130","1","$1,861"
"#2427","timothyb",59,"395","318","262","1,028,286","39,665","56","1,974","102","$1,858"
"#2428","wesley90",25,"0","40","6","0","0","1,079","1,046","0","$1,857"
"#2429","gogogadget",52.6,"314","353","272","228,727","29,421","0","2,102","24","$1,856"
"#2430","uneedit",25,"0","0","0","0","0","0","2,124","0","$1,856"
"#2431","ladypenelope1",63.2,"1,901","425","375","2,146,406","318","882","1,187","58","$1,855"
"#2432","julienmier",55.8,"8","21","1","1,609,954","0","30","2,007","89","$1,854"
"#2433","estefantt",58.7,"60","162","3","1,764,977","1,395","2","2,110","10","$1,853"
"#2434","artist1989",62.7,"369","317","13","2,238,800","10,568","0","2,114","8","$1,853"
"#2435","tramp0lian",25,"0","40","8","0","52","1,695","424","0","$1,852"
"#2436","venkatramineedi",25,"1","0","0","0","0","2,004","115","0","$1,851"
"#2437","heleenvanlier",25,"0","38","1","0","150","0","2,119","0","$1,851"
"#2438","laonie4",25,"0","19","0","0","161,019","2,118","0","0","$1,850"
"#2439","jhermanbeans",59.2,"328","381","342","2,037,036","23,860","0","1,933","196","$1,850"
"#2440","laonie3",25,"0","20","0","0","159,802","2,117","0","0","$1,849"
"#2441","cryptofreedom",65.2,"401","839","205","4,325,780","35,945","0","2,091","26","$1,849"
"#2442","peter2017",42.6,"109","148","147","21,116","2,587","0","2,115","0","$1,848"
"#2443","laonie5",25,"0","15","0","0","158,802","2,115","0","0","$1,848"
"#2444","laonie2",25,"1","17","0","0","158,620","2,115","0","0","$1,848"
"#2445","laonie7",25,"0","13","0","0","158,491","2,115","0","0","$1,848"
"#2446","laonie6",25,"0","14","0","0","158,285","2,115","0","0","$1,848"
"#2447","laonie8",25,"0","11","0","0","157,536","2,114","0","0","$1,847"
"#2448","tahoeterry",25,"0","0","0","0","17","0","2,114","0","$1,847"
"#2449","azurejasper",61.4,"1,266","612","333","1,544,821","31,329","0","2,082","34","$1,847"
"#2450","ojaber",32.6,"2","20","7","2,823","14,352","285","1,828","0","$1,846"
"#2451","joewrigley",56.5,"3","58","9","1,569,618","0","0","1,947","176","$1,845"
"#2452","laonie1",43.9,"19","37","1","6,844","159,463","2,105","1","3","$1,842"
"#2453","ryan-kwan",54.6,"32","17","0","1,541,744","8","0","2,102","6","$1,841"
"#2454","trung81",42.6,"4","31","3","3,557","1,235","0","2,105","1","$1,839"
"#2455","kurukenc",38.2,"15","6","1","0","43","0","2,105","0","$1,839"
"#2456","cloh76",62.1,"668","573","386","1,956,765","25,257","0","1,983","123","$1,833"
"#2457","patrickm",44.4,"33","74","22","33,251","4,179","10","2,088","0","$1,833"
"#2458","jeezzle",60.4,"1,092","362","66","1,626,139","17,728","0","2,098","0","$1,833"
"#2459","breakingtonight",60.5,"4,822","1,329","1,300","1,289,282","15,213","0","2,097","0","$1,832"
"#2460","integra-mare",53.9,"27","20","1","1,501,814","0","0","1,940","167","$1,832"
"#2461","dikanevroman",38,"82","223","93","3,169","2,519","0","2,096","0","$1,831"
"#2462","honesty",55.1,"12","93","9","302,630","585","651","1,444","0","$1,830"
"#2463","silentpower",60.9,"174","148","16","4,056,433","3,739","0","2,058","36","$1,827"
"#2464","msutyler",61.2,"456","92","2","2,866,198","7,744","696","1,394","1","$1,827"
"#2465","writeon13",44.7,"22","30","1","6,861","46","261","1,829","0","$1,826"
"#2466","s0u1",61.2,"341","288","228","1,115,010","18,349","305","1,784","0","$1,826"
"#2467","flc",41.8,"27","19","34","9,235","4,029","0","2,087","2","$1,825"
"#2468","fuse",25,"0","0","0","0","0","0","2,089","0","$1,825"
"#2469","pandabrand",25,"0","1","0","0","0","2,041","40","7","$1,824"
"#2470","senderos",62.9,"138","326","338","3,976,338","37,327","0","2,074","14","$1,823"
"#2471","phoenixmaid",62.4,"2,167","499","130","1,710,309","25,203","0","2,071","17","$1,823"
"#2472","laonie10",25,"0","14","0","0","128,833","2,086","0","0","$1,823"
"#2473","diy",25,"0","0","0","0","0","0","2,085","0","$1,822"
"#2474","ihash",25,"0","40","4","0","2,070","389","1,695","0","$1,821"
"#2475","unlonely-soul",66.2,"955","444","389","4,397,084","81,042","200","1,870","10","$1,816"
"#2476","logicwins",56.9,"360","160","51","748,672","6,107","1,333","721","23","$1,814"
"#2477","guerrint",65.4,"81","691","51","24,942,215","24,271","1,805","262","10","$1,813"
"#2478","mk2785885",42.6,"27","34","10","2,075","2,065","0","2,076","0","$1,813"
"#2479","alkafir",35.8,"84","162","12","0","8","0","2,072","0","$1,810"
"#2480","coin96",25,"0","0","0","0","6","2,070","1","0","$1,809"
"#2481","shzdyy7",25,"1","1","4","0","8","146","1,923","0","$1,808"
"#2482","remlaps1",25,"0","43","0","0","100,474","0","2,069","0","$1,808"
"#2483","raybrockman",56.1,"1,812","631","588","518,233","15,266","0","2,038","33","$1,807"
"#2484","tosintosin",48.3,"332","188","160","77,558","4,996","0","2,019","52","$1,806"
"#2485","drac59",67.6,"943","840","352","5,919,537","86,462","0","2,022","48","$1,806"
"#2486","badassmother",25,"0","315","2","0","7,104,521","0","2,066","0","$1,805"
"#2487","successtrainer",58.3,"2,926","638","234","1,283,031","294,855","0","2,005","64","$1,804"
"#2488","vitality",43.5,"71","120","80","5,258","11,731","433","1,629","1","$1,803"
"#2489","breezin",66.9,"3,525","1,220","1,065","4,535,164","58,568","1","2,038","26","$1,802"
"#2490","decrypt",52,"258","190","24","79,549","439","2,060","3","0","$1,802"
"#2491","vandal",41.3,"49","90","23","6,346","35,734","0","2,061","0","$1,801"
"#2492","lexikon082",62.1,"2,508","578","126","2,195,990","13,836","0","2,061","0","$1,801"
"#2493","lesliestarrohara",63,"584","553","425","2,510,813","12,560","0","2,024","40","$1,801"
"#2494","paradise-paradox",64.8,"117","282","7","3,980,488","19,024","0","1,919","150","$1,800"
"#2495","maninayton",57.5,"1,385","562","35","747,348","31,234","1","2,057","0","$1,799"
"#2496","valzav",25,"0","9","0","0","0","0","2,058","0","$1,798"
"#2497","filotasriza3",62.4,"717","317","171","2,268,374","19,050","502","1,467","95","$1,797"
"#2498","privex",50,"6","155","3","220,540","101","229","136","1,799","$1,797"
"#2499","beervangeer",59.5,"188","228","31","7,034,838","221,541","0","2,056","0","$1,797"
"#2500","troilo",60.8,"2,247","871","22","1,998,467","5,770","0","2,056","0","$1,797"
"#2501","digitaltyrants",63.7,"220","143","14","2,617,021","2,198","81","1,919","58","$1,795"
"#2502","dav15steemit",30.8,"3","84","12","664","807","0","2,054","0","$1,794"
"#2503","thedamus",46.2,"794","244","303","41,157","2,214","0","2,024","31","$1,794"
"#2504","kontora",47.7,"497","404","435","90,150","10,839","0","2,042","10","$1,792"
"#2505","rautie",63.8,"183","217","270","2,546,604","12,647","0","2,049","1","$1,791"
"#2506","rebelskum",64.9,"895","482","120","4,647,263","26,355","152","1,885","15","$1,791"
"#2507","cryptodonn",36.7,"35","385","299","6,104","2,935","0","2,046","3","$1,790"
"#2508","vfsf1",25,"0","0","0","0","0","0","2,049","0","$1,790"
"#2509","animal-shelter",64.1,"3,445","1,125","1,050","3,331,375","34,049","0","1,968","86","$1,790"
"#2510","kas",25,"1","1","0","0","0","0","2,047","0","$1,788"
"#2511","sehwanje",39.5,"10","32","16","4,583","1,711","157","1,889","0","$1,788"
"#2512","yakazator",25,"0","0","0","0","0","2,038","9","0","$1,788"
"#2513","artem-sokoloff",63.9,"2,954","658","68","2,267,987","42,688","1,001","1,046","0","$1,788"
"#2514","hyeon",41.4,"43","41","10","30,303","1,297","0","2,043","2","$1,786"
"#2515","steemisbeautiful",61.8,"799","553","483","4,148,527","4,198","0","2,044","0","$1,785"
"#2516","thorheit",45.8,"16","46","37","20,801","4,783","689","1,354","0","$1,785"
"#2517","visioncharm",37.7,"3","22","2","766","2,327","0","2,043","0","$1,785"
"#2518","laonie11",42.4,"2","20","0","4,184","107,309","2,042","0","2","$1,785"
"#2519","tommycordero",63.4,"2,236","834","828","2,087,201","31,112","0","1,975","72","$1,785"
"#2520","joechiappetta",44.9,"322","145","69","39,962","12,751","0","2,042","0","$1,785"
"#2521","marialin",63.5,"299","239","68","2,262,409","24,069","1,250","667","134","$1,784"
"#2522","koreanbread",43.3,"63","105","71","16,234","1,802","0","2,037","5","$1,784"
"#2523","pinkisland",62.9,"152","179","11","3,438,368","26,870","66","1,976","0","$1,784"
"#2524","true",25,"0","0","0","0","0","0","2,041","0","$1,783"
"#2525","steemit1",25,"3","50","0","0","987","0","486","1,653","$1,783"
"#2526","flandude",57.9,"327","260","104","865,844","4,464","0","2,039","2","$1,783"
"#2527","seunghobaek",41.8,"109","135","170","26,118","3,613","0","2,039","2","$1,782"
"#2528","macksby",73.3,"2,662","1,013","417","71,719,748","252,065","287","1,622","139","$1,782"
"#2529","thefinanceguy",62.9,"753","386","183","1,779,848","28,811","0","2,015","25","$1,781"
"#2530","jimmco",59.7,"673","346","179","1,168,901","102,962","0","2,038","0","$1,781"
"#2531","avtzis.petros",65.1,"554","372","66","3,213,784","20,835","8","1,937","97","$1,779"
"#2532","antonireviews",63.2,"266","345","155","2,424,453","14,296","1,277","759","0","$1,778"
"#2533","duelundaudio",31.1,"11","88","11","349","0","2,034","1","0","$1,778"
"#2534","kir",25,"0","0","0","0","0","0","2,033","0","$1,776"
"#2535","allahhh",53.4,"83","288","32","1,391,084","7,981","0","2,026","7","$1,776"
"#2536","sabot",58.7,"163","107","10","1,064,434","3,036","0","2,033","0","$1,776"
"#2537","lances",46.8,"94","116","65","59,630","15,482","1","2,031","1","$1,776"
"#2538","supermarketmaker",25,"0","0","0","0","0","0","2,032","0","$1,776"
"#2539","nattaggart",53.5,"4","0","1","1,672,165","1","781","1,251","0","$1,776"
"#2540","grumpymutt",55.1,"54","46","4","1,484,271","3,430","42","1,989","0","$1,775"
"#2541","g5harlan",25,"1","0","0","0","129","0","2,031","0","$1,774"
"#2542","andrianna",64.8,"4,989","2,062","1,562","4,011,993","10,776","0","2,029","2","$1,774"
"#2543","jocelyn",25,"3","43","0","0","492,717","0","2,030","0","$1,774"
"#2544","laddawan",51.5,"243","269","264","217,043","4,239","476","1,542","13","$1,774"
"#2545","jasonbourne",40.5,"37","89","17","9,172","19,149","156","1,873","0","$1,772"
"#2546","stoner19",60.7,"176","156","21","1,627,418","70,680","0","2,028","0","$1,772"
"#2547","semarg",29.9,"6","26","23","205","20,794","0","2,028","0","$1,772"
"#2548","mytechcrunch",63.7,"728","289","272","3,004,795","61,023","0","2,024","2","$1,770"
"#2549","jackhircus",29.4,"34","6","3","269","2,497","0","2,026","0","$1,770"
"#2550","boosje123",61.1,"63","237","22","2,074,426","71","609","1,174","257","$1,769"
"#2551","nigelmarkdias",62.5,"2,454","1,133","1,183","1,683,923","22,226","0","2,024","1","$1,768"
"#2552","alexanarcho",57.2,"351","477","101","733,252","19,065","0","2,019","2","$1,765"
"#2553","paryas",45.7,"60","96","109","19,430","1,363","0","2,020","0","$1,765"
"#2554","saikababii",52.7,"310","228","144","322,102","9,395","0","2,017","2","$1,764"
"#2555","cascades",55.6,"4","1","0","1,619,979","8,183","892","1,127","0","$1,763"
"#2556","pastzam",48.6,"414","339","384","59,434","3,237","0","1,889","137","$1,762"
"#2557","coloured-content",65.5,"1,767","597","500","3,509,308","8,888","150","1,865","1","$1,762"
"#2558","cryptofresh",25,"0","0","0","0","0","0","2,016","0","$1,761"
"#2559","grey580",60.2,"385","405","160","1,690,643","50,117","0","1,925","95","$1,760"
"#2560","groovy",57,"290","67","0","1,859,761","998","0","2,006","8","$1,758"
"#2561","swedoise",63.6,"70","143","15","7,129,185","1,774","333","1,665","16","$1,758"
"#2562","littlescribe",62.2,"679","268","76","2,088,197","73,724","28","1,897","91","$1,757"
"#2563","deelangley",54.2,"13","33","2","1,464,879","0","0","1,814","208","$1,756"
"#2564","lift",25,"0","0","0","0","0","0","2,007","0","$1,753"
"#2565","justinashby",58.5,"951","347","117","490,072","35,779","14","1,992","0","$1,753"
"#2566","unlockrs",34.1,"19","37","11","1,794","334","2,002","2","2","$1,752"
"#2567","loganarchy",62.8,"414","342","90","2,113,342","15,312","0","2,004","0","$1,751"
"#2568","orionschariot",53,"669","282","70","242,899","27,618","20","1,984","0","$1,751"
"#2569","randr10",54,"330","178","68","246,486","6,472","0","1,979","26","$1,750"
"#2570","kooshikoo",54.8,"1,108","538","550","193,904","77,112","0","2,003","0","$1,750"
"#2571","windsok",25,"2","27","2","0","221","0","2,003","0","$1,750"
"#2572","steemokto",64.1,"609","234","86","2,359,307","36,879","2,000","1","1","$1,749"
"#2573","anarchofacebook",58.5,"64","180","25","551,969","2,181","11","1,963","29","$1,748"
"#2574","jjh",25,"7","21","6","0","131","960","1,035","5","$1,747"
"#2575","randyclemens",61.7,"291","463","152","1,634,044","97,707","17","1,977","4","$1,746"
"#2576","ginacarole",37.4,"44","89","115","3,740","655","990","1,003","2","$1,743"
"#2577","minions8282",61.5,"55","48","2","1,693,148","79,431","110","1,882","0","$1,741"
"#2578","nov3a4",49.2,"82","100","35","118,751","28","1,825","68","104","$1,740"
"#2579","maarnio",64.6,"2,393","977","1,000","2,181,734","43,609","408","1,463","129","$1,740"
"#2580","rpf",45.7,"59","77","3","5,532","16,279","0","1,992","0","$1,740"
"#2581","alflo",33.5,"8","69","11","384","186","1,966","25","0","$1,739"
"#2582","andrea-annie",56.3,"84","97","56","1,504,908","1,074","83","1,774","142","$1,739"
"#2583","yefet",55.1,"375","156","57","698,225","116,028","0","1,988","0","$1,737"
"#2584","eutectico",43.4,"109","166","255","28,563","3,007","0","1,976","4","$1,730"
"#2585","dirk4657",26.6,"1","1","0","245","64","0","1,979","0","$1,729"
"#2586","mrviquez",62.5,"878","677","83","3,334,166","17,566","83","1,865","30","$1,727"
"#2587","vl248",53.6,"120","90","33","646,196","75,638","0","1,967","10","$1,726"
"#2588","truthtaco",59.3,"156","86","17","2,131,827","28,190","1,971","4","1","$1,726"
"#2589","tincho",61.8,"2,421","613","217","2,323,462","392,099","0","1,795","191","$1,726"
"#2590","cjclaro",62.3,"865","455","289","1,987,204","15,548","0","1,972","2","$1,724"
"#2591","hopehuggs",63.6,"838","765","787","2,348,484","92,199","1","1,958","14","$1,722"
"#2592","blockchained",61.3,"123","269","18","2,140,805","29,815","0","1,929","45","$1,722"
"#2593","thewisesloth",63,"396","292","248","2,020,635","7,327","88","1,868","13","$1,721"
"#2594","elt",53.5,"26","24","3","1,414,926","1","0","1,821","157","$1,720"
"#2595","neogia",47.3,"17","141","61","37,925","28,304","0","1,945","24","$1,719"
"#2596","awesomo",25,"3","25","16","15","81","1,966","1","0","$1,718"
"#2597","str11ngfello",55.8,"74","45","1","706,466","8,157","0","1,845","128","$1,718"
"#2598","andu",58.5,"1,010","920","745","1,283,110","57,758","871","1,089","4","$1,716"
"#2599","rudystyle",45.8,"197","121","76","57,918","1,845","8","1,956","0","$1,716"
"#2600","brich",55.9,"18","27","0","1,656,899","49,921","1,956","5","0","$1,714"
"#2601","cryptospooner",36.2,"4","0","0","676","6","1","1,960","0","$1,713"
"#2602","yermiyahu",53.3,"3","11","0","1,568,055","84","0","1,957","0","$1,710"
"#2603","masteryoda",71.1,"502","1,389","22","47,974,078","6,955,695","0","1,956","0","$1,709"
"#2604","susanne",69.4,"1,482","930","553","19,210,285","234,993","0","1,933","24","$1,709"
"#2605","esmagnus",35.7,"2","0","0","1,008","2","0","1,956","0","$1,709"
"#2606","paddyo",25,"9","1","0","486","173","0","1,955","0","$1,708"
"#2607","lydiachan",62.5,"1,092","210","47","1,820,959","4,330","0","1,249","749","$1,707"
"#2608","alenevaa",35.5,"60","156","29","1,485","21,827","3","1,947","2","$1,705"
"#2609","bitstamp",25,"0","1","0","0","0","149","1,800","0","$1,702"
"#2610","paulcoman",46,"131","204","28","57,214","10,801","0","1,948","1","$1,702"
"#2611","freelygive",25,"1","3","2","0","6,724","1,402","547","0","$1,702"
"#2612","freshfund",57,"79","197","96","512,073","338","887","1,056","4","$1,701"
"#2613","mars9",64.2,"6,738","861","647","3,703,582","27,080","0","1,875","74","$1,699"
"#2614","steam",25,"0","0","0","0","0","1","1,943","0","$1,698"
"#2615","m451",25,"0","0","0","0","0","1,936","6","0","$1,696"
"#2616","blysards",53.8,"200","147","19","111,425","9,243","0","1,936","5","$1,696"
"#2617","art",25,"0","0","0","0","0","0","1,941","0","$1,695"
"#2618","olisan",63.2,"624","382","177","2,134,168","16,862","15","1,912","14","$1,695"
"#2619","hanter-kim",61.4,"213","261","174","1,813,657","2,206","0","1,644","315","$1,695"
"#2620","lovecoffee",25,"2","26","2","0","1,124","0","1,939","0","$1,694"
"#2621","rubens9119",64.6,"372","179","41","3,231,991","825","0","1,881","61","$1,694"
"#2622","vippero",58,"131","37","1","1,635,296","4,362","878","1,056","1","$1,691"
"#2623","jaycobbell",57.5,"396","250","20","914,594","64,537","0","1,930","4","$1,689"
"#2624","scott.stevens",57.2,"37","83","5","992,236","43","828","1,105","1","$1,689"
