"#","Name","Symbol","Market Cap","Price","Available Supply","Volume (24h)","% 1h","% 24h","% 7d","date","market_cap"
7,"BanxShares","BANX","$ 14,120,279","$ 1.98","7,133,396
                    
                    
                        *","$ 7,965","-0.10 %","-2.04 %","12.49 %",2015-08-16," $ 4,492,434,387 "
8,"Bytecoin","BCN","$ 13,748,175","$ 0.000078","175,437,122,946","$ 12,373","-0.25 %","-1.38 %","7.03 %",2015-08-16," $ 4,492,434,387 "
9,"BitShares","BTS","$ 11,585,267","$ 0.004612","2,511,953,117
                    
                    
                        *","$ 49,569","-0.25 %","-6.45 %","8.80 %",2015-08-16," $ 4,492,434,387 "
10,"Stellar","STR","$ 10,833,726","$ 0.002240","4,837,356,606
                    
                    
                        *","$ 9,508","-0.18 %","-3.14 %","-6.48 %",2015-08-16," $ 4,492,434,387 "
1,"Bitcoin","BTC","$ 3,354,986,159","$ 230.93","14,528,072","$ 23,702,852","0.04 %","-0.67 %","-11.33 %",2015-08-23," $ 4,018,440,648 "
2,"Ripple","XRP","$ 245,460,816","$ 0.007693","31,908,551,587
                    
                    
                        *","$ 175,994","-0.07 %","-1.93 %","-8.15 %",2015-08-23," $ 4,018,440,648 "
3,"Litecoin","LTC","$ 147,511,187","$ 3.52","41,923,699","$ 2,051,178","0.02 %","-1.06 %","-10.61 %",2015-08-23," $ 4,018,440,648 "
4,"Ethereum","ETH","$ 98,835,532","$ 1.36","72,656,869","$ 1,466,255","-0.04 %","-3.83 %","-1.76 %",2015-08-23," $ 4,018,440,648 "
5,"Dash","DASH","$ 15,297,128","$ 2.68","5,704,265","$ 52,950","0.00 %","-2.54 %","-8.85 %",2015-08-23," $ 4,018,440,648 "
6,"Dogecoin","DOGE","$ 14,165,887","$ 0.000141","100,691,860,781","$ 70,108","0.25 %","-2.46 %","-7.32 %",2015-08-23," $ 4,018,440,648 "
7,"BanxShares","BANX","$ 12,525,830","$ 1.76","7,136,966
                    
                    
                        *","$ 9,433","0.04 %","-0.68 %","-11.34 %",2015-08-23," $ 4,018,440,648 "
8,"Bytecoin","BCN","$ 11,002,995","$ 0.000063","175,608,363,286","$ 17,865","-0.00 %","-0.48 %","-20.05 %",2015-08-23," $ 4,018,440,648 "
9,"Stellar","STR","$ 9,569,416","$ 0.001978","4,837,356,606
                    
                    
                        *","$ 7,823","-0.14 %","-0.91 %","-11.67 %",2015-08-23," $ 4,018,440,648 "
10,"BitShares","BTS","$ 8,990,494","$ 0.003579","2,511,953,117
                    
                    
                        *","$ 74,054","-0.04 %","-5.25 %","-22.40 %",2015-08-23," $ 4,018,440,648 "
1,"Bitcoin","BTC","$ 3,345,856,487","$ 229.89","14,554,201","$ 17,794,559","-0.00 %","-0.75 %","-0.45 %",2015-08-30," $ 3,984,261,566 "
2,"Ripple","XRP","$ 256,654,354","$ 0.007900","32,488,247,336
                    
                    
                        *","$ 544,610","0.24 %","6.38 %","2.69 %",2015-08-30," $ 3,984,261,566 "
3,"Litecoin","LTC","$ 120,798,288","$ 2.87","42,054,941","$ 1,567,473","-0.05 %","-1.32 %","-18.36 %",2015-08-30," $ 3,984,261,566 "
4,"Ethereum","ETH","$ 89,095,388","$ 1.22","72,825,322","$ 480,068","0.93 %","2.58 %","-10.06 %",2015-08-30," $ 3,984,261,566 "
5,"Dash","DASH","$ 14,838,296","$ 2.59","5,729,082","$ 35,617","-0.05 %","-0.28 %","-3.42 %",2015-08-30," $ 3,984,261,566 "
6,"Dogecoin","DOGE","$ 13,262,789","$ 0.000132","100,781,897,226","$ 50,068","-0.02 %","-0.13 %","-6.46 %",2015-08-30," $ 3,984,261,566 "
7,"BanxShares","BANX","$ 12,469,533","$ 1.75","7,136,966
                    
                    
                        *","$ 7,045","0.00 %","-0.75 %","-0.45 %",2015-08-30," $ 3,984,261,566 "
8,"Stellar","STR","$ 11,686,913","$ 0.002416","4,837,356,606
                    
                    
                        *","$ 65,225","-0.02 %","-5.14 %","22.13 %",2015-08-30," $ 3,984,261,566 "
9,"Bytecoin","BCN","$ 10,653,760","$ 0.000061","175,775,389,622","$ 19,887","0.25 %","-0.29 %","-3.27 %",2015-08-30," $ 3,984,261,566 "
10,"MaidSafeCoin","MAID","$ 9,170,007","$ 0.020263","452,552,412
                    
                    
                        *","$ 5,406","0.01 %","-2.73 %","7.32 %",2015-08-30," $ 3,984,261,566 "
1,"Bitcoin","BTC","$ 3,482,686,109","$ 238.85","14,581,007","$ 24,130,594","0.19 %","3.85 %","3.90 %",2015-09-06," $ 4,141,119,952 "
2,"Ripple","XRP","$ 256,130,279","$ 0.007884","32,488,247,336
                    
                    
                        *","$ 681,934","0.02 %","4.69 %","-0.20 %",2015-09-06," $ 4,141,119,952 "
3,"Litecoin","LTC","$ 125,893,831","$ 2.99","42,159,326","$ 3,594,397","0.25 %","11.42 %","3.96 %",2015-09-06," $ 4,141,119,952 "
4,"Ethereum","ETH","$ 98,533,616","$ 1.35","72,969,263","$ 442,357","0.07 %","5.79 %","10.38 %",2015-09-06," $ 4,141,119,952 "
5,"Dash","DASH","$ 14,478,270","$ 2.52","5,751,162","$ 37,741","0.11 %","4.15 %","-2.80 %",2015-09-06," $ 4,141,119,952 "
6,"Dogecoin","DOGE","$ 13,353,316","$ 0.000132","100,872,155,098","$ 102,567","0.13 %","6.20 %","0.59 %",2015-09-06," $ 4,141,119,952 "
7,"BanxShares","BANX","$ 12,953,634","$ 1.82","7,136,966
                    
                    
                        *","$ 9,050","0.18 %","3.84 %","3.88 %",2015-09-06," $ 4,141,119,952 "
8,"BitShares","BTS","$ 12,288,672","$ 0.004892","2,511,953,117
                    
                    
                        *","$ 538,206","0.37 %","34.53 %","45.78 %",2015-09-06," $ 4,141,119,952 "
9,"Stellar","STR","$ 12,050,741","$ 0.002491","4,837,356,606
                    
                    
                        *","$ 11,930","0.19 %","4.66 %","3.11 %",2015-09-06," $ 4,141,119,952 "
10,"Bytecoin","BCN","$ 10,926,592","$ 0.000062","175,940,173,822","$ 15,769","0.48 %","8.55 %","2.46 %",2015-09-06," $ 4,141,119,952 "
1,"Bitcoin","BTC","$ 3,431,214,323","$ 234.90","14,606,992","$ 16,562,815","-0.09 %","-2.02 %","-1.65 %",2015-09-13," $ 4,060,630,694 "
2,"Ripple","XRP","$ 266,976,905","$ 0.008218","32,488,247,336
                    
                    
                        *","$ 25,235","-0.04 %","-1.13 %","4.23 %",2015-09-13," $ 4,060,630,694 "
3,"Litecoin","LTC","$ 119,507,618","$ 2.83","42,262,690","$ 1,435,417","-0.07 %","-4.50 %","-5.30 %",2015-09-13," $ 4,060,630,694 "
4,"Ethereum","ETH","$ 73,397,168","$ 1.00","73,144,106","$ 743,261","-0.38 %","0.18 %","-25.69 %",2015-09-13," $ 4,060,630,694 "
5,"Dash","DASH","$ 14,065,615","$ 2.43","5,779,901","$ 44,521","-0.28 %","2.49 %","-3.33 %",2015-09-13," $ 4,060,630,694 "
6,"Dogecoin","DOGE","$ 12,767,619","$ 0.000126","100,963,151,849","$ 50,958","-0.15 %","-2.38 %","-4.47 %",2015-09-13," $ 4,060,630,694 "
7,"BanxShares","BANX","$ 12,747,824","$ 1.79","7,140,236
                    
                    
                        *","$ 9,919","-0.10 %","-2.02 %","-1.63 %",2015-09-13," $ 4,060,630,694 "
8,"Stellar","STR","$ 10,690,034","$ 0.002210","4,837,356,606
                    
                    
                        *","$ 1,072","-0.16 %","-0.71 %","-11.29 %",2015-09-13," $ 4,060,630,694 "
9,"BitShares","BTS","$ 10,654,703","$ 0.004242","2,511,953,117
                    
                    
                        *","$ 82,545","-0.35 %","-1.42 %","-13.30 %",2015-09-13," $ 4,060,630,694 "
10,"Bytecoin","BCN","$ 10,262,690","$ 0.000058","176,103,245,504","$ 20,490","-0.48 %","-4.09 %","-6.16 %",2015-09-13," $ 4,060,630,694 "
1,"Bitcoin","BTC","$ 3,387,578,840","$ 231.51","14,632,422","$ 12,462,454","0.00 %","-0.41 %","-1.44 %",2015-09-20," $ 3,991,438,483 "
2,"Ripple","XRP","$ 243,310,996","$ 0.007489","32,488,247,336
                    
                    
                        *","$ 457,081","0.04 %","0.04 %","-8.86 %",2015-09-20," $ 3,991,438,483 "
3,"Litecoin","LTC","$ 120,752,689","$ 2.85","42,366,651","$ 935,152","-0.09 %","-3.03 %","0.79 %",2015-09-20," $ 3,991,438,483 "
4,"Ethereum","ETH","$ 64,661,756","$ 0.881952","73,316,619","$ 410,108","-0.01 %","4.63 %","-12.11 %",2015-09-20," $ 3,991,438,483 "
5,"BitShares","BTS","$ 15,034,002","$ 0.005985","2,511,953,117
                    
                    
                        *","$ 359,749","0.48 %","4.83 %","41.10 %",2015-09-20," $ 3,991,438,483 "
6,"Dash","DASH","$ 14,157,338","$ 2.44","5,801,642","$ 30,923","0.56 %","-0.53 %","0.27 %",2015-09-20," $ 3,991,438,483 "
7,"Dogecoin","DOGE","$ 12,825,986","$ 0.000127","101,054,645,096","$ 38,075","0.03 %","0.17 %","0.37 %",2015-09-20," $ 3,991,438,483 "
8,"BanxShares","BANX","$ 12,563,990","$ 1.76","7,140,721
                    
                    
                        *","$ 9,669","0.00 %","-0.41 %","-1.45 %",2015-09-20," $ 3,991,438,483 "
9,"Stellar","STR","$ 10,760,939","$ 0.002225","4,837,356,606
                    
                    
                        *","$ 3,120","-0.23 %","-1.10 %","0.66 %",2015-09-20," $ 3,991,438,483 "
10,"MaidSafeCoin","MAID","$ 9,507,262","$ 0.021008","452,552,412
                    
                    
                        *","$ 6,773","0.10 %","0.25 %","0.75 %",2015-09-20," $ 3,991,438,483 "
1,"Bitcoin","BTC","$ 3,430,693,283","$ 234.04","14,658,347","$ 13,082,768","-0.04 %","-0.18 %","1.09 %",2015-09-27," $ 3,992,859,056 "
2,"Ripple","XRP","$ 210,493,602","$ 0.006479","32,488,247,336
                    
                    
                        *","$ 297,922","-0.09 %","-1.84 %","-13.49 %",2015-09-27," $ 3,992,859,056 "
3,"Litecoin","LTC","$ 122,647,287","$ 2.89","42,465,709","$ 532,269","-0.02 %","0.12 %","1.33 %",2015-09-27," $ 3,992,859,056 "
4,"Ethereum","ETH","$ 55,863,358","$ 0.760106","73,494,171","$ 350,789","-0.35 %","4.52 %","-13.82 %",2015-09-27," $ 3,992,859,056 "
5,"BitShares","BTS","$ 15,843,275","$ 0.006307","2,511,953,117
                    
                    
                        *","$ 175,852","0.12 %","1.53 %","5.38 %",2015-09-27," $ 3,992,859,056 "
6,"Dash","DASH","$ 13,717,948","$ 2.36","5,823,937","$ 48,981","0.03 %","-2.45 %","-3.47 %",2015-09-27," $ 3,992,859,056 "
7,"BanxShares","BANX","$ 12,704,809","$ 1.78","7,142,388
                    
                    
                        *","$ 8,824","-0.04 %","-0.16 %","1.10 %",2015-09-27," $ 3,992,859,056 "
8,"Dogecoin","DOGE","$ 12,374,842","$ 0.000122","101,145,726,969","$ 22,356","-0.02 %","-0.15 %","-3.60 %",2015-09-27," $ 3,992,859,056 "
9,"Stellar","STR","$ 10,024,856","$ 0.002072","4,837,356,606
                    
                    
                        *","$ 6,846","-0.02 %","0.02 %","-6.84 %",2015-09-27," $ 3,992,859,056 "
10,"MaidSafeCoin","MAID","$ 8,984,815","$ 0.019854","452,552,412
                    
                    
                        *","$ 9,683","-0.15 %","-1.71 %","-5.50 %",2015-09-27," $ 3,992,859,056 "
1,"Bitcoin","BTC","$ 3,503,237,169","$ 238.57","14,684,466","$ 13,022,820","-0.01 %","0.42 %","1.93 %",2015-10-04," $ 4,026,885,684 "
2,"Ripple","XRP","$ 176,379,392","$ 0.005429","32,488,247,336
                    
                    
                        *","$ 394,095","-0.21 %","-7.69 %","-16.21 %",2015-10-04," $ 4,026,885,684 "
3,"Litecoin","LTC","$ 128,979,869","$ 3.03","42,567,884","$ 840,964","-0.07 %","0.97 %","4.91 %",2015-10-04," $ 4,026,885,684 "
4,"Ethereum","ETH","$ 50,377,850","$ 0.683872","73,665,663","$ 142,425","-0.13 %","-0.63 %","-10.03 %",2015-10-04," $ 4,026,885,684 "
5,"BitShares","BTS","$ 13,261,741","$ 0.005279","2,511,953,117
                    
                    
                        *","$ 101,761","0.04 %","-2.15 %","-16.29 %",2015-10-04," $ 4,026,885,684 "
6,"BanxShares","BANX","$ 13,008,791","$ 1.81","7,174,808
                    
                    
                        *","$ 9,413","-0.01 %","0.42 %","1.93 %",2015-10-04," $ 4,026,885,684 "
7,"Dash","DASH","$ 12,675,284","$ 2.17","5,847,250","$ 52,219","-0.01 %","-1.34 %","-7.97 %",2015-10-04," $ 4,026,885,684 "
8,"Dogecoin","DOGE","$ 12,265,085","$ 0.000121","101,237,162,377","$ 19,995","-0.05 %","-0.70 %","-0.98 %",2015-10-04," $ 4,026,885,684 "
9,"Stellar","STR","$ 9,865,678","$ 0.002039","4,837,356,606
                    
                    
                        *","$ 1,548","0.06 %","-2.08 %","-1.59 %",2015-10-04," $ 4,026,885,684 "
10,"MaidSafeCoin","MAID","$ 8,487,862","$ 0.018756","452,552,412
                    
                    
                        *","$ 7,279","-0.09 %","1.49 %","-5.53 %",2015-10-04," $ 4,026,885,684 "
1,"Bitcoin","BTC","$ 3,596,806,595","$ 244.52","14,709,553","$ 12,022,191","-0.02 %","0.22 %","2.50 %",2015-10-11," $ 4,108,484,676 "
2,"Ripple","XRP","$ 163,800,692","$ 0.005042","32,488,247,336
                    
                    
                        *","$ 128,536","0.11 %","0.47 %","-7.13 %",2015-10-11," $ 4,108,484,676 "
3,"Litecoin","LTC","$ 132,804,403","$ 3.11","42,669,767","$ 613,225","-0.04 %","-0.03 %","2.72 %",2015-10-11," $ 4,108,484,676 "
4,"Ethereum","ETH","$ 46,396,334","$ 0.628340","73,839,543","$ 126,553","-0.08 %","-2.12 %","-8.12 %",2015-10-11," $ 4,108,484,676 "
5,"BitShares","BTS","$ 14,511,622","$ 0.005777","2,511,953,117
                    
                    
                        *","$ 208,012","0.04 %","1.20 %","9.42 %",2015-10-11," $ 4,108,484,676 "
6,"Dash","DASH","$ 14,017,254","$ 2.38","5,879,892","$ 17,627","-0.20 %","1.46 %","9.97 %",2015-10-11," $ 4,108,484,676 "
7,"Dogecoin","DOGE","$ 12,020,460","$ 0.000119","101,332,331,246","$ 22,746","0.02 %","-0.56 %","-2.09 %",2015-10-11," $ 4,108,484,676 "
8,"Stellar","STR","$ 10,122,604","$ 0.002093","4,837,356,606
                    
                    
                        *","$ 1,003","0.06 %","-0.45 %","2.60 %",2015-10-11," $ 4,108,484,676 "
9,"BanxShares","BANX","$ 9,990,397","$ 1.86","5,375,808
                    
                    
                        *","$ 8,426","-0.02 %","0.22 %","2.50 %",2015-10-11," $ 4,108,484,676 "
10,"MaidSafeCoin","MAID","$ 9,033,860","$ 0.019962","452,552,412
                    
                    
                        *","$ 22,393","-0.05 %","-1.93 %","6.43 %",2015-10-11," $ 4,108,484,676 "
1,"Bitcoin","BTC","$ 3,967,699,974","$ 269.27","14,735,081","$ 35,379,995","-0.08 %","0.61 %","10.12 %",2015-10-18," $ 4,467,946,282 "
2,"Ripple","XRP","$ 169,655,372","$ 0.005117","33,156,211,683
                    
                    
                        *","$ 383,928","-0.22 %","-4.88 %","1.49 %",2015-10-18," $ 4,467,946,282 "
3,"Litecoin","LTC","$ 131,100,617","$ 3.07","42,769,214","$ 1,732,905","-0.08 %","-1.29 %","-1.51 %",2015-10-18," $ 4,467,946,282 "
4,"Ethereum","ETH","$ 40,313,248","$ 0.544664","74,014,832","$ 261,992","-0.15 %","2.40 %","-13.32 %",2015-10-18," $ 4,467,946,282 "
5,"Dash","DASH","$ 14,346,097","$ 2.43","5,902,635","$ 31,851","-0.16 %","1.30 %","1.95 %",2015-10-18," $ 4,467,946,282 "
6,"Dogecoin","DOGE","$ 12,368,338","$ 0.000122","101,428,592,345","$ 62,183","0.07 %","0.18 %","2.80 %",2015-10-18," $ 4,467,946,282 "
7,"BitShares","BTS","$ 10,350,944","$ 0.004121","2,511,953,117
                    
                    
                        *","$ 242,897","0.28 %","1.60 %","-28.67 %",2015-10-18," $ 4,467,946,282 "
8,"Stellar","STR","$ 9,315,946","$ 0.001926","4,837,356,606
                    
                    
                        *","$ 4,603","-0.27 %","-1.16 %","-7.97 %",2015-10-18," $ 4,467,946,282 "
9,"Peercoin","PPC","$ 8,546,236","$ 0.376465","22,701,247","$ 32,284","-0.09 %","0.45 %","-1.17 %",2015-10-18," $ 4,467,946,282 "
10,"MaidSafeCoin","MAID","$ 7,949,991","$ 0.017567","452,552,412
                    
                    
                        *","$ 25,558","-0.00 %","-5.53 %","-12.00 %",2015-10-18," $ 4,467,946,282 "
1,"Bitcoin","BTC","$ 4,238,263,481","$ 287.13","14,760,965","$ 30,043,799","0.21 %","3.12 %","6.63 %",2015-10-25," $ 4,727,789,381 "
2,"Ripple","XRP","$ 155,672,969","$ 0.004695","33,156,211,683
                    
                    
                        *","$ 216,277","0.07 %","0.47 %","-8.24 %",2015-10-25," $ 4,727,789,381 "
3,"Litecoin","LTC","$ 133,788,339","$ 3.12","42,871,846","$ 918,569","0.07 %","0.48 %","1.81 %",2015-10-25," $ 4,727,789,381 "
4,"Ethereum","ETH","$ 44,086,498","$ 0.594229","74,191,107","$ 318,576","0.62 %","10.30 %","9.10 %",2015-10-25," $ 4,727,789,381 "
5,"Dash","DASH","$ 13,627,757","$ 2.30","5,925,669","$ 55,126","0.28 %","2.43 %","-5.38 %",2015-10-25," $ 4,727,789,381 "
6,"Dogecoin","DOGE","$ 11,776,245","$ 0.000116","101,528,251,515","$ 32,821","0.12 %","1.39 %","-4.88 %",2015-10-25," $ 4,727,789,381 "
7,"BitShares","BTS","$ 9,934,898","$ 0.003955","2,511,953,117
                    
                    
                        *","$ 50,891","-0.14 %","5.75 %","-4.02 %",2015-10-25," $ 4,727,789,381 "
8,"Stellar","STR","$ 9,751,145","$ 0.002016","4,837,356,606
                    
                    
                        *","$ 4,019","0.33 %","2.14 %","4.67 %",2015-10-25," $ 4,727,789,381 "
9,"Peercoin","PPC","$ 7,956,655","$ 0.350285","22,714,784","$ 30,634","0.12 %","-0.32 %","-6.95 %",2015-10-25," $ 4,727,789,381 "
10,"Nxt","NXT","$ 7,372,655","$ 0.007373","999,997,096
                    
                    
                        *","$ 27,479","-0.16 %","-0.67 %","0.70 %",2015-10-25," $ 4,727,789,381 "
1,"Bitcoin","BTC","$ 4,678,076,574","$ 316.35","14,787,652","$ 44,707,492","0.20 %","-3.52 %","10.18 %",2015-11-01," $ 5,235,702,497 "
2,"Litecoin","LTC","$ 165,187,283","$ 3.84","42,972,333","$ 4,906,034","0.26 %","-3.66 %","23.18 %",2015-11-01," $ 5,235,702,497 "
3,"Ripple","XRP","$ 156,096,270","$ 0.004708","33,156,211,683
                    
                    
                        *","$ 338,471","0.16 %","-1.88 %","0.27 %",2015-11-01," $ 5,235,702,497 "
4,"Ethereum","ETH","$ 69,340,838","$ 0.932382","74,369,596","$ 543,360","0.73 %","-4.67 %","56.91 %",2015-11-01," $ 5,235,702,497 "
5,"Dogecoin","DOGE","$ 14,023,236","$ 0.000138","101,624,933,754","$ 142,152","0.11 %","-4.52 %","18.97 %",2015-11-01," $ 5,235,702,497 "
6,"Dash","DASH","$ 13,785,250","$ 2.32","5,945,529","$ 33,883","0.44 %","-9.01 %","0.82 %",2015-11-01," $ 5,235,702,497 "
7,"BitShares","BTS","$ 10,472,446","$ 0.004169","2,511,953,117
                    
                    
                        *","$ 114,286","-0.13 %","-6.65 %","5.41 %",2015-11-01," $ 5,235,702,497 "
8,"Stellar","STR","$ 10,324,024","$ 0.002134","4,837,356,606
                    
                    
                        *","$ 22,447","-0.31 %","-3.41 %","5.87 %",2015-11-01," $ 5,235,702,497 "
9,"Peercoin","PPC","$ 8,903,905","$ 0.391674","22,732,920","$ 45,402","0.02 %","-6.28 %","11.82 %",2015-11-01," $ 5,235,702,497 "
10,"Nxt","NXT","$ 7,501,999","$ 0.007502","999,997,096
                    
                    
                        *","$ 11,747","0.45 %","-4.63 %","1.75 %",2015-11-01," $ 5,235,702,497 "
1,"Bitcoin","BTC","$ 5,722,336,896","$ 386.28","14,814,135","$ 47,686,771","-0.03 %","1.06 %","22.10 %",2015-11-08," $ 6,277,812,164 "
